ticker,vol_daily,sharpe,weight
MSFT,0.007102619790069732,-1.1382765019695238,0.36902201264156526
AAPL,0.011106163968465484,0.13712950984069155,0.2359971505374313
META,0.015206744845329008,-1.919654549633079,0.17235924431022678
NVDA,0.017203659066426742,-0.9626799158272231,0.15235265008676663
AMD,0.03729987900122108,1.6465954407949732,0.07026894242401001
