Date,close,y_true,proba_p1,pred_p1,proba_p2,pred_p2,proba_weighted,pred_weighted,proba_stacking,pred_stacking,ADX_14_lag1,pred_dyn_ADX,no_trade_zone
2025-10-23,259.58,1,0.704225352112676,1,0.4375,1,0.5704252658571979,1,0.6921911689958434,1,82.70046076311425,1,0
2025-10-24,262.82,1,0.8803418803418803,1,0.9444444444444444,1,0.9124982859410643,1,0.9199389470871046,1,81.45655206857717,1,0
2025-10-27,268.81,1,0.96875,1,1.0,1,0.9844262477296022,1,0.9579860157706925,1,80.38193843095462,1,0
2025-10-28,269.0,1,0.96875,1,1.0,1,0.9844262477296022,1,0.9579860157706925,1,79.87197826543601,1,0
2025-10-29,269.7,1,0.96875,1,1.0,1,0.9844262477296022,1,0.9579860157706925,1,79.35329643613909,1,0
2025-10-30,271.4,1,0.96875,1,1.0,1,0.9844262477296022,1,0.9579860157706925,1,78.92938585194975,1,0
2025-10-31,270.37,1,0.96875,1,1.0,1,0.9844262477296022,1,0.9579860157706925,1,78.8889238484168,1,0
2025-11-03,269.05,1,0.96875,1,1.0,1,0.9844262477296022,1,0.9579860157706925,1,81.72559587649106,1,0
2025-11-04,270.04,1,0.8803418803418803,1,0.9444444444444444,1,0.9124982859410643,1,0.9199389470871046,1,84.56226790456533,1,0
2025-11-05,270.14,1,0.8803418803418803,1,0.9444444444444444,1,0.9124982859410643,1,0.9199389470871046,1,87.01269104464362,1,0
2025-11-06,269.77,1,0.8803418803418803,1,0.9444444444444444,1,0.9124982859410643,1,0.9199389470871046,1,89.55995995220665,1,0
2025-11-07,268.47,1,0.8803418803418803,1,0.7039283657360814,1,0.7918458176919505,1,0.9072164024717688,1,91.38087228560255,1,0
2025-11-10,269.43,1,0.8803418803418803,1,0.9444444444444444,1,0.9124982859410643,1,0.9199389470871046,1,92.47629859842016,1,0
2025-11-11,275.25,1,0.704225352112676,1,0.9444444444444444,1,0.8247288401374118,1,0.7596179219764373,1,93.6637144387923,1,0
2025-11-12,273.47,1,0.967741935483871,1,1.0,1,0.9839238686241055,1,0.9576876048019467,1,94.85113027916444,1,0
2025-11-13,272.95,1,0.8803418803418803,1,1.0,1,0.9403671707936906,1,0.922642213299789,1,96.09503897370148,1,0
2025-11-14,272.41,0,0.8803418803418803,1,0.9444444444444444,1,0.9124982859410643,1,0.9199389470871046,1,97.16965261132405,1,0
